timestamp,gpu,total_vram,used_vram,free_vram,total_visible_vram,used_visible_vram,free_visible_vram,total_gtt,used_gtt,free_gtt
1758787091,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787101,4,262128,286,261842,262128,286,261842,1547968,24,1547944
1758787111,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787121,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787131,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787141,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787151,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787161,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787171,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787181,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787191,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787201,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787211,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787221,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787231,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787241,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787251,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787261,4,262128,5145,256983,262128,5145,256983,1547968,24,1547944
1758787271,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787281,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787291,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787301,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787311,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787321,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787331,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787341,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787351,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787361,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787371,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787381,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787391,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787401,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787411,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787421,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787431,4,262128,288,261840,262128,288,261840,1547968,24,1547944
1758787441,4,262128,286,261842,262128,286,261842,1547968,24,1547944
1758787451,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787461,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787471,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787481,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787491,4,262128,286,261842,262128,286,261842,1547968,24,1547944
1758787501,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787511,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787521,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787531,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787541,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787551,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787561,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787571,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787581,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787591,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787601,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787611,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787621,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787631,4,262128,287,261841,262128,287,261841,1547968,24,1547944
1758787641,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787651,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787661,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787671,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787681,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787691,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787701,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787711,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787721,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787731,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787741,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787751,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787761,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787771,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787781,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787791,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787801,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787811,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787821,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787831,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787841,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787851,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787861,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787871,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787881,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787891,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787901,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787911,4,262128,4613,257515,262128,4613,257515,1547968,24,1547944
1758787921,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787931,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787942,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787952,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787962,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787972,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787982,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758787992,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788002,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788012,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788022,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788032,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788042,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788052,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788062,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788072,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788082,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788092,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788102,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788112,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788122,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788132,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788142,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788152,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788162,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788172,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788182,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788192,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788202,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788212,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788222,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788232,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788242,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788252,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788262,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788272,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788282,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788292,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788302,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788312,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788322,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788332,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788342,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
1758788352,4,262128,4612,257516,262128,4612,257516,1547968,24,1547944
