timestamp, index, memory.total [MiB], memory.used [MiB], memory.free [MiB]
2025/09/25 11:13:56.294, 0, 143771, 69969, 73198
2025/09/25 11:14:06.295, 0, 143771, 69969, 73198
2025/09/25 11:14:16.297, 0, 143771, 69969, 73198
2025/09/25 11:14:26.300, 0, 143771, 69969, 73198
2025/09/25 11:14:36.315, 0, 143771, 69969, 73198
2025/09/25 11:14:46.319, 0, 143771, 69969, 73198
2025/09/25 11:14:56.363, 0, 143771, 69969, 73198
2025/09/25 11:15:06.366, 0, 143771, 65335, 77832
2025/09/25 11:15:16.410, 0, 143771, 64607, 78560
2025/09/25 11:15:26.417, 0, 143771, 64607, 78560
2025/09/25 11:15:36.432, 0, 143771, 64607, 78560
2025/09/25 11:15:46.494, 0, 143771, 64607, 78560
2025/09/25 11:15:56.497, 0, 143771, 69969, 73198
2025/09/25 11:16:06.523, 0, 143771, 69969, 73198
2025/09/25 11:16:16.530, 0, 143771, 69969, 73198
2025/09/25 11:16:26.570, 0, 143771, 69969, 73198
2025/09/25 11:16:36.631, 0, 143771, 69969, 73198
2025/09/25 11:16:46.637, 0, 143771, 69969, 73198
2025/09/25 11:16:56.639, 0, 143771, 69969, 73198
2025/09/25 11:17:06.685, 0, 143771, 69969, 73198
2025/09/25 11:17:16.716, 0, 143771, 68907, 74260
2025/09/25 11:17:26.719, 0, 143771, 69969, 73198
2025/09/25 11:17:36.766, 0, 143771, 69969, 73198
2025/09/25 11:17:46.807, 0, 143771, 69969, 73198
2025/09/25 11:17:56.853, 0, 143771, 69969, 73198
2025/09/25 11:18:06.896, 0, 143771, 69969, 73198
2025/09/25 11:18:16.915, 0, 143771, 69969, 73198
2025/09/25 11:18:26.919, 0, 143771, 69969, 73198
2025/09/25 11:18:37.046, 0, 143771, 69969, 73198
2025/09/25 11:18:47.061, 0, 143771, 64607, 78560
2025/09/25 11:18:57.063, 0, 143771, 64607, 78560
2025/09/25 11:19:07.067, 0, 143771, 64607, 78560
2025/09/25 11:19:17.073, 0, 143771, 64607, 78560
2025/09/25 11:19:27.078, 0, 143771, 69127, 74040
