timestamp, index, memory.total [MiB], memory.used [MiB], memory.free [MiB]
2025/09/25 11:49:35.161, 1, 143771, 69969, 73198
2025/09/25 11:49:45.210, 1, 143771, 69969, 73198
2025/09/25 11:49:55.219, 1, 143771, 69969, 73198
2025/09/25 11:50:05.261, 1, 143771, 69969, 73198
2025/09/25 11:50:15.283, 1, 143771, 69169, 73998
2025/09/25 11:50:25.286, 1, 143771, 69969, 73198
2025/09/25 11:50:35.327, 1, 143771, 69969, 73198
2025/09/25 11:50:45.336, 1, 143771, 69969, 73198
2025/09/25 11:50:55.402, 1, 143771, 69969, 73198
2025/09/25 11:51:05.451, 1, 143771, 69969, 73198
2025/09/25 11:51:15.541, 1, 143771, 69969, 73198
2025/09/25 11:51:25.594, 1, 143771, 69969, 73198
2025/09/25 11:51:35.642, 1, 143771, 69969, 73198
2025/09/25 11:51:45.691, 1, 143771, 69969, 73198
2025/09/25 11:51:55.728, 1, 143771, 69969, 73198
2025/09/25 11:52:05.730, 1, 143771, 69969, 73198
2025/09/25 11:52:15.735, 1, 143771, 69969, 73198
2025/09/25 11:52:25.784, 1, 143771, 69969, 73198
2025/09/25 11:52:35.785, 1, 143771, 69969, 73198
2025/09/25 11:52:45.786, 1, 143771, 69969, 73198
2025/09/25 11:52:55.792, 1, 143771, 69969, 73198
2025/09/25 11:53:05.856, 1, 143771, 68973, 74194
2025/09/25 11:53:15.859, 1, 143771, 69969, 73198
2025/09/25 11:53:25.907, 1, 143771, 69969, 73198
2025/09/25 11:53:35.907, 1, 143771, 69969, 73198
2025/09/25 11:53:45.908, 1, 143771, 69969, 73198
2025/09/25 11:53:55.911, 1, 143771, 69969, 73198
2025/09/25 11:54:05.983, 1, 143771, 69969, 73198
2025/09/25 11:54:16.024, 1, 143771, 69969, 73198
2025/09/25 11:54:26.025, 1, 143771, 69969, 73198
2025/09/25 11:54:36.026, 1, 143771, 64607, 78560
2025/09/25 11:54:46.068, 1, 143771, 64607, 78560
2025/09/25 11:54:56.197, 1, 143771, 64607, 78560
2025/09/25 11:55:06.203, 1, 143771, 64607, 78560
2025/09/25 11:55:16.262, 1, 143771, 69969, 73198
2025/09/25 11:55:26.301, 1, 143771, 69969, 73198
2025/09/25 11:55:36.302, 1, 143771, 69969, 73198
2025/09/25 11:55:46.302, 1, 143771, 69969, 73198
2025/09/25 11:55:56.307, 1, 143771, 64617, 78550
2025/09/25 11:56:06.420, 1, 143771, 64617, 78550
2025/09/25 11:56:16.506, 1, 143771, 64615, 78552
2025/09/25 11:56:26.536, 1, 143771, 64617, 78550
2025/09/25 11:56:36.536, 1, 143771, 64617, 78550
2025/09/25 11:56:46.542, 1, 143771, 69449, 73718
2025/09/25 11:56:56.569, 1, 143771, 69969, 73198
2025/09/25 11:57:06.657, 1, 143771, 69969, 73198
2025/09/25 11:57:16.699, 1, 143771, 69969, 73198
2025/09/25 11:57:26.725, 1, 143771, 69969, 73198
2025/09/25 11:57:36.726, 1, 143771, 69969, 73198
2025/09/25 11:57:46.727, 1, 143771, 69969, 73198
2025/09/25 11:57:56.728, 1, 143771, 69969, 73198
2025/09/25 11:58:06.735, 1, 143771, 69969, 73198
2025/09/25 11:58:16.786, 1, 143771, 69969, 73198
2025/09/25 11:58:26.787, 1, 143771, 69969, 73198
2025/09/25 11:58:36.787, 1, 143771, 69969, 73198
2025/09/25 11:58:46.788, 1, 143771, 69969, 73198
2025/09/25 11:58:56.789, 1, 143771, 64607, 78560
2025/09/25 11:59:06.790, 1, 143771, 64607, 78560
2025/09/25 11:59:16.822, 1, 143771, 64607, 78560
2025/09/25 11:59:26.824, 1, 143771, 64607, 78560
2025/09/25 11:59:36.889, 1, 143771, 69265, 73902
2025/09/25 11:59:46.922, 1, 143771, 69969, 73198
2025/09/25 11:59:56.965, 1, 143771, 69969, 73198
2025/09/25 12:00:06.981, 1, 143771, 69969, 73198
2025/09/25 12:00:16.987, 1, 143771, 69969, 73198
2025/09/25 12:00:27.075, 1, 143771, 69969, 73198
2025/09/25 12:00:37.138, 1, 143771, 69969, 73198
2025/09/25 12:00:47.199, 1, 143771, 69969, 73198
2025/09/25 12:00:57.201, 1, 143771, 68853, 74314
2025/09/25 12:01:07.202, 1, 143771, 69969, 73198
2025/09/25 12:01:17.204, 1, 143771, 69969, 73198
2025/09/25 12:01:27.226, 1, 143771, 69969, 73198
2025/09/25 12:01:37.289, 1, 143771, 69969, 73198
2025/09/25 12:01:47.290, 1, 143771, 69969, 73198
2025/09/25 12:01:57.291, 1, 143771, 69969, 73198
2025/09/25 12:02:07.292, 1, 143771, 69969, 73198
2025/09/25 12:02:17.293, 1, 143771, 69969, 73198
2025/09/25 12:02:27.345, 1, 143771, 69969, 73198
2025/09/25 12:02:37.385, 1, 143771, 69969, 73198
2025/09/25 12:02:47.395, 1, 143771, 69969, 73198
2025/09/25 12:02:57.411, 1, 143771, 69969, 73198
2025/09/25 12:03:07.463, 1, 143771, 69969, 73198
2025/09/25 12:03:17.468, 1, 143771, 69969, 73198
2025/09/25 12:03:27.515, 1, 143771, 69969, 73198
2025/09/25 12:03:37.516, 1, 143771, 69969, 73198
2025/09/25 12:03:47.518, 1, 143771, 69345, 73822
2025/09/25 12:03:57.519, 1, 143771, 69969, 73198
2025/09/25 12:04:07.523, 1, 143771, 69969, 73198
2025/09/25 12:04:17.563, 1, 143771, 69969, 73198
2025/09/25 12:04:27.650, 1, 143771, 69969, 73198
2025/09/25 12:04:37.671, 1, 143771, 69969, 73198
2025/09/25 12:04:47.672, 1, 143771, 69969, 73198
2025/09/25 12:04:57.691, 1, 143771, 69969, 73198
2025/09/25 12:05:07.693, 1, 143771, 68855, 74312
2025/09/25 12:05:17.703, 1, 143771, 69969, 73198
2025/09/25 12:05:27.771, 1, 143771, 69969, 73198
2025/09/25 12:05:37.821, 1, 143771, 69969, 73198
2025/09/25 12:05:47.840, 1, 143771, 69969, 73198
2025/09/25 12:05:57.858, 1, 143771, 69969, 73198
2025/09/25 12:06:07.859, 1, 143771, 69969, 73198
2025/09/25 12:06:17.860, 1, 143771, 69969, 73198
2025/09/25 12:06:27.899, 1, 143771, 69969, 73198
2025/09/25 12:06:37.949, 1, 143771, 69969, 73198
2025/09/25 12:06:47.974, 1, 143771, 69969, 73198
2025/09/25 12:06:58.005, 1, 143771, 69969, 73198
2025/09/25 12:07:08.084, 1, 143771, 69969, 73198
2025/09/25 12:07:18.118, 1, 143771, 69969, 73198
2025/09/25 12:07:28.120, 1, 143771, 69969, 73198
2025/09/25 12:07:38.158, 1, 143771, 69969, 73198
2025/09/25 12:07:48.164, 1, 143771, 69969, 73198
2025/09/25 12:07:58.231, 1, 143771, 64607, 78560
2025/09/25 12:08:08.231, 1, 143771, 64607, 78560
2025/09/25 12:08:18.232, 1, 143771, 64607, 78560
2025/09/25 12:08:28.233, 1, 143771, 64607, 78560
2025/09/25 12:08:38.235, 1, 143771, 69969, 73198
2025/09/25 12:08:48.240, 1, 143771, 69969, 73198
2025/09/25 12:08:58.241, 1, 143771, 64607, 78560
2025/09/25 12:09:08.242, 1, 143771, 64617, 78550
2025/09/25 12:09:18.243, 1, 143771, 64615, 78552
2025/09/25 12:09:28.243, 1, 143771, 64615, 78552
2025/09/25 12:09:38.255, 1, 143771, 64617, 78550
2025/09/25 12:09:48.255, 1, 143771, 64607, 78560
2025/09/25 12:09:58.312, 1, 143771, 69969, 73198
2025/09/25 12:10:08.313, 1, 143771, 69969, 73198
2025/09/25 12:10:18.317, 1, 143771, 69969, 73198
2025/09/25 12:10:28.319, 1, 143771, 69969, 73198
2025/09/25 12:10:38.320, 1, 143771, 69969, 73198
2025/09/25 12:10:48.375, 1, 143771, 69969, 73198
2025/09/25 12:10:58.378, 1, 143771, 69969, 73198
2025/09/25 12:11:08.378, 1, 143771, 69969, 73198
2025/09/25 12:11:18.382, 1, 143771, 69969, 73198
2025/09/25 12:11:28.435, 1, 143771, 69969, 73198
2025/09/25 12:11:38.440, 1, 143771, 69969, 73198
2025/09/25 12:11:48.442, 1, 143771, 69969, 73198
2025/09/25 12:11:58.524, 1, 143771, 69969, 73198
2025/09/25 12:12:08.531, 1, 143771, 69969, 73198
2025/09/25 12:12:18.532, 1, 143771, 69969, 73198
2025/09/25 12:12:28.575, 1, 143771, 69969, 73198
2025/09/25 12:12:38.585, 1, 143771, 69969, 73198
2025/09/25 12:12:48.586, 1, 143771, 69969, 73198
2025/09/25 12:12:58.590, 1, 143771, 69969, 73198
2025/09/25 12:13:08.596, 1, 143771, 69969, 73198
2025/09/25 12:13:18.597, 1, 143771, 69969, 73198
2025/09/25 12:13:28.696, 1, 143771, 69969, 73198
2025/09/25 12:13:38.699, 1, 143771, 64607, 78560
2025/09/25 12:13:48.728, 1, 143771, 64607, 78560
2025/09/25 12:13:58.789, 1, 143771, 64607, 78560
2025/09/25 12:14:08.794, 1, 143771, 64607, 78560
2025/09/25 12:14:18.795, 1, 143771, 64607, 78560
2025/09/25 12:14:28.895, 1, 143771, 69969, 73198
2025/09/25 12:14:38.896, 1, 143771, 69969, 73198
2025/09/25 12:14:48.898, 1, 143771, 69969, 73198
2025/09/25 12:14:58.906, 1, 143771, 69969, 73198
2025/09/25 12:15:08.934, 1, 143771, 69969, 73198
2025/09/25 12:15:18.993, 1, 143771, 69969, 73198
2025/09/25 12:15:29.025, 1, 143771, 69969, 73198
2025/09/25 12:15:39.026, 1, 143771, 69969, 73198
2025/09/25 12:15:49.049, 1, 143771, 64607, 78560
2025/09/25 12:15:59.087, 1, 143771, 64607, 78560
2025/09/25 12:16:09.104, 1, 143771, 64607, 78560
2025/09/25 12:16:19.106, 1, 143771, 64607, 78560
2025/09/25 12:16:29.116, 1, 143771, 68853, 74314
2025/09/25 12:16:39.122, 1, 143771, 69969, 73198
2025/09/25 12:16:49.139, 1, 143771, 69969, 73198
2025/09/25 12:16:59.139, 1, 143771, 69969, 73198
2025/09/25 12:17:09.141, 1, 143771, 69969, 73198
2025/09/25 12:17:19.178, 1, 143771, 69969, 73198
2025/09/25 12:17:29.230, 1, 143771, 69969, 73198
2025/09/25 12:17:39.231, 1, 143771, 69969, 73198
2025/09/25 12:17:49.294, 1, 143771, 69969, 73198
2025/09/25 12:17:59.305, 1, 143771, 64607, 78560
2025/09/25 12:18:09.305, 1, 143771, 64607, 78560
2025/09/25 12:18:19.363, 1, 143771, 64607, 78560
2025/09/25 12:18:29.364, 1, 143771, 64607, 78560
2025/09/25 12:18:39.371, 1, 143771, 69969, 73198
2025/09/25 12:18:49.371, 1, 143771, 69969, 73198
2025/09/25 12:18:59.397, 1, 143771, 69969, 73198
2025/09/25 12:19:09.398, 1, 143771, 69969, 73198
2025/09/25 12:19:19.399, 1, 143771, 69969, 73198
2025/09/25 12:19:29.401, 1, 143771, 69969, 73198
2025/09/25 12:19:39.450, 1, 143771, 69969, 73198
2025/09/25 12:19:49.450, 1, 143771, 69969, 73198
2025/09/25 12:19:59.451, 1, 143771, 69177, 73990
2025/09/25 12:20:09.452, 1, 143771, 69969, 73198
2025/09/25 12:20:19.519, 1, 143771, 69969, 73198
2025/09/25 12:20:29.522, 1, 143771, 69969, 73198
2025/09/25 12:20:39.523, 1, 143771, 69969, 73198
2025/09/25 12:20:49.578, 1, 143771, 69969, 73198
2025/09/25 12:20:59.578, 1, 143771, 69969, 73198
2025/09/25 12:21:09.579, 1, 143771, 69969, 73198
2025/09/25 12:21:19.595, 1, 143771, 65547, 77620
2025/09/25 12:21:29.595, 1, 143771, 69969, 73198
2025/09/25 12:21:39.597, 1, 143771, 69969, 73198
2025/09/25 12:21:49.654, 1, 143771, 69969, 73198
2025/09/25 12:21:59.655, 1, 143771, 69969, 73198
2025/09/25 12:22:09.739, 1, 143771, 69969, 73198
2025/09/25 12:22:19.740, 1, 143771, 69969, 73198
2025/09/25 12:22:29.769, 1, 143771, 69969, 73198
2025/09/25 12:22:39.774, 1, 143771, 69969, 73198
2025/09/25 12:22:49.775, 1, 143771, 69969, 73198
2025/09/25 12:22:59.822, 1, 143771, 64617, 78550
2025/09/25 12:23:09.881, 1, 143771, 64617, 78550
2025/09/25 12:23:19.885, 1, 143771, 64615, 78552
2025/09/25 12:23:29.926, 1, 143771, 64617, 78550
2025/09/25 12:23:39.930, 1, 143771, 64617, 78550
2025/09/25 12:23:49.939, 1, 143771, 69527, 73640
2025/09/25 12:23:59.975, 1, 143771, 69969, 73198
2025/09/25 12:24:10.061, 1, 143771, 69969, 73198
2025/09/25 12:24:20.075, 1, 143771, 69969, 73198
2025/09/25 12:24:30.131, 1, 143771, 69969, 73198
2025/09/25 12:24:40.132, 1, 143771, 69969, 73198
2025/09/25 12:24:50.133, 1, 143771, 69969, 73198
2025/09/25 12:25:00.133, 1, 143771, 69969, 73198
2025/09/25 12:25:10.164, 1, 143771, 64607, 78560
2025/09/25 12:25:20.165, 1, 143771, 64607, 78560
2025/09/25 12:25:30.186, 1, 143771, 64607, 78560
2025/09/25 12:25:40.188, 1, 143771, 64607, 78560
2025/09/25 12:25:50.245, 1, 143771, 69969, 73198
2025/09/25 12:26:00.246, 1, 143771, 69969, 73198
2025/09/25 12:26:10.347, 1, 143771, 69969, 73198
2025/09/25 12:26:20.450, 1, 143771, 69969, 73198
2025/09/25 12:26:30.502, 1, 143771, 69969, 73198
2025/09/25 12:26:40.558, 1, 143771, 69969, 73198
2025/09/25 12:26:50.558, 1, 143771, 69969, 73198
2025/09/25 12:27:00.584, 1, 143771, 69969, 73198
2025/09/25 12:27:10.585, 1, 143771, 69155, 74012
2025/09/25 12:27:20.587, 1, 143771, 69969, 73198
2025/09/25 12:27:30.587, 1, 143771, 69969, 73198
2025/09/25 12:27:40.636, 1, 143771, 69969, 73198
2025/09/25 12:27:50.673, 1, 143771, 69969, 73198
2025/09/25 12:28:00.683, 1, 143771, 69969, 73198
2025/09/25 12:28:10.722, 1, 143771, 69969, 73198
2025/09/25 12:28:20.724, 1, 143771, 69969, 73198
2025/09/25 12:28:30.725, 1, 143771, 69969, 73198
2025/09/25 12:28:40.807, 1, 143771, 69969, 73198
2025/09/25 12:28:50.808, 1, 143771, 69969, 73198
2025/09/25 12:29:00.872, 1, 143771, 69969, 73198
2025/09/25 12:29:10.875, 1, 143771, 69969, 73198
2025/09/25 12:29:20.996, 1, 143771, 69969, 73198
2025/09/25 12:29:31.106, 1, 143771, 69969, 73198
2025/09/25 12:29:41.107, 1, 143771, 69969, 73198
2025/09/25 12:29:51.108, 1, 143771, 69969, 73198
2025/09/25 12:30:01.111, 1, 143771, 69969, 73198
2025/09/25 12:30:11.112, 1, 143771, 69969, 73198
2025/09/25 12:30:21.177, 1, 143771, 69969, 73198
2025/09/25 12:30:31.210, 1, 143771, 69969, 73198
2025/09/25 12:30:41.216, 1, 143771, 69969, 73198
2025/09/25 12:30:51.321, 1, 143771, 69969, 73198
2025/09/25 12:31:01.322, 1, 143771, 69969, 73198
2025/09/25 12:31:11.323, 1, 143771, 69969, 73198
2025/09/25 12:31:21.324, 1, 143771, 68903, 74264
2025/09/25 12:31:31.324, 1, 143771, 69969, 73198
